no_of_employees,prevailing_wage,unit_of_wage,company_age,wage_per_year,wage_employee_ratio,employees_growth_rate_ratio,wage_per_age_ratio,case_status_encoded,education_level_ordinal,establishment_period_ordinal,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,has_job_experience_encoded,requires_job_training_encoded,full_time_position_encoded,region_target_encoded,prevailing_wage_log,no_of_employees_log
727.0,5927.29,Year,22.0,5927.29,8.15,33.05,269.42,1,3,2,0,1,0,0,0,0,1,0,1,0.7,8.687322389222556,6.590301048196686
1208.0,149886.28,Year,24.0,149886.28,124.08,50.33,6245.26,1,3,3,0,1,0,0,0,0,1,0,1,0.63,11.917632152216651,7.097548850614793
1888.0,78688.03,Year,40.0,78688.03,41.68,47.2,1967.2,0,3,3,0,1,0,0,0,0,0,1,1,0.76,11.273246326268389,7.543802867501509
1327.0,96022.42,Year,17.0,96022.42,72.36,78.06,5648.38,1,2,2,0,1,0,0,0,0,1,0,1,0.7,11.47233698485003,7.191429330036379
374.0,61689.62,Year,92.5,61689.62,164.95,4.04,666.91,0,2,5,0,1,0,0,0,0,0,0,1,0.63,11.029870962353298,5.926926025970411
2587.0,44996.84,Year,23.0,44996.84,17.39,112.48,1956.38,1,2,2,0,1,0,0,0,0,1,0,1,0.62,10.71434754406454,7.858640655620791
3115.0,57861.32,Year,44.0,57861.32,18.58,70.8,1315.03,1,2,4,0,1,0,0,0,0,1,0,1,0.63,10.96580439195811,8.044305406990638
2303.0,98138.33,Year,57.0,98138.33,42.61,40.4,1721.73,0,1,4,0,1,0,0,0,0,1,0,1,0.63,11.494133292992082,7.742402021815782
3244.0,140268.39,Year,79.0,140268.39,43.24,41.06,1775.55,1,2,5,0,1,0,0,0,0,1,0,1,0.7,11.851312937783726,8.08487062913819
1151.0,128983.07,Year,34.0,128983.07,112.06,33.85,3793.62,1,3,3,0,0,1,0,0,0,1,0,1,0.7,11.767436434420969,7.049254841255837
420.0,56289.55,Year,18.0,56289.55,134.02,23.33,3127.2,1,4,2,0,1,0,0,0,0,1,0,1,0.63,10.938264184110963,6.042632833682381
511.0,35941.1,Year,10.0,35941.1,70.33,51.1,3594.11,0,1,1,0,1,0,0,0,0,0,0,1,0.76,10.489636766435678,6.238324625039508
645.0,753.3927,Hour,54.0,1567056.8159999999,2429.55,11.94,29019.57,0,1,4,0,0,0,0,0,1,0,0,1,0.7,6.624586605802981,6.470799503782602
3461.0,118245.77,Year,20.0,118245.77,34.17,173.05,5912.29,0,2,2,0,0,0,1,0,0,0,0,0,0.7,11.680520534044168,8.149601735736155
3725.0,141431.74,Year,53.0,141431.74,37.97,70.28,2668.52,1,3,4,1,0,0,0,0,0,1,0,1,0.63,11.859572476844896,8.223090551161533
2611.0,54246.72,Year,20.0,54246.72,20.78,130.55,2712.34,0,2,2,0,1,0,0,0,0,0,0,1,0.7,10.901297808745383,7.867871490396322
5174.0,16774.53,Year,34.0,16774.53,3.24,152.18,493.37,1,3,3,0,0,0,1,0,0,1,0,0,0.62,9.72761694356362,8.55159461813357
638.0,76818.46,Year,31.0,76818.46,120.41,20.58,2478.01,0,3,3,0,1,0,0,0,0,0,0,1,0.7,11.24920025483616,6.459904454377535
7227.0,134030.7,Year,19.0,134030.7,18.55,380.37,7054.25,1,2,2,0,1,0,0,0,0,1,0,1,0.7,11.805824157170237,8.885717651712119
3839.0,69821.58,Year,25.0,69821.58,18.19,153.56,2792.86,0,2,3,0,1,0,0,0,0,0,0,1,0.63,11.153698410022,8.253227645581772
7227.0,108128.41,Year,24.0,108128.41,14.96,301.12,4505.35,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.591074781309135,8.885717651712119
147.0,38462.05,Year,41.0,38462.05,261.65,3.59,938.1,1,3,3,0,0,1,0,0,0,1,0,1,0.63,10.557427319854348,4.997212273764115
48.0,564.0663,Hour,17.0,1173257.9039999999,24442.87,2.82,69015.17,0,3,2,0,1,0,0,0,0,0,1,1,0.62,6.335171797780713,3.8918202981106265
3578.0,117026.92,Year,63.0,117026.92,32.71,56.79,1857.57,1,3,4,0,1,0,0,0,0,1,0,1,0.63,11.670159272784376,8.182838710766026
7227.0,99562.49,Year,39.0,99562.49,13.78,185.31,2552.88,0,3,3,0,1,0,0,0,0,0,0,0,0.76,11.508540766212978,8.885717651712119
929.0,104711.91,Year,32.0,104711.91,112.71,29.03,3272.25,0,3,3,0,1,0,0,0,0,0,0,0,0.76,11.558968143970842,6.835184586147301
3143.0,122819.19,Year,20.0,122819.19,39.08,157.15,6140.96,0,3,2,0,1,0,0,0,0,0,0,1,0.7,11.718468552844545,8.053251153549096
1475.0,18320.45,Year,13.0,18320.45,12.42,113.46,1409.27,1,2,1,0,0,1,0,0,0,1,0,1,0.62,9.815773201245225,7.297091005160418
3394.0,100470.66,Year,66.0,100470.66,29.6,51.42,1522.28,1,3,4,0,0,1,0,0,0,1,0,1,0.63,11.517621023559895,8.130059039992796
1348.0,51048.08,Year,57.0,51048.08,37.87,23.65,895.58,0,1,4,0,0,1,0,0,0,1,0,1,0.62,10.84052321269944,7.207118856207756
2148.0,544.0921,Hour,10.0,1131711.568,526.87,214.8,113171.16,0,3,1,0,1,0,0,0,0,0,0,1,0.76,6.299118533996654,7.67275789664251
1324.0,93520.66,Year,32.0,93520.66,70.63,41.38,2922.52,0,2,3,0,1,0,0,0,0,0,0,1,0.62,11.44593765343499,7.1891677384203225
5463.0,32393.39,Year,21.0,32393.39,5.93,260.14,1542.54,1,3,2,0,1,0,0,0,0,1,0,1,0.62,10.385709668621391,8.605936401250625
1383.0,77.4976,Hour,25.0,161195.008,116.55,55.32,6447.8,0,2,3,0,0,0,1,0,0,1,0,1,0.63,4.3502469681378555,7.232733136177615
558.0,37166.61,Year,32.0,37166.61,66.61,17.44,1161.46,1,4,3,0,0,1,0,0,0,1,0,1,0.62,10.52316605654936,6.326149473155099
1615.0,81338.31,Year,14.0,81338.31,50.36,115.36,5809.88,1,2,2,0,1,0,0,0,0,1,0,1,0.62,11.306372402259878,7.38770923908104
1717.0,47402.06,Year,71.0,47402.06,27.61,24.18,667.63,0,2,4,0,1,0,0,0,0,0,0,1,0.63,10.766420966654424,7.4489161025442
2851.0,42123.7,Year,21.0,42123.7,14.78,135.76,2005.89,1,3,2,0,1,0,0,0,0,1,1,1,0.62,10.648365806644343,7.955775781534187
1760.0,52463.97,Year,92.5,52463.97,29.81,19.03,567.18,1,3,5,0,1,0,0,0,0,1,0,1,0.7,10.86788192726359,7.473637108496206
1469.0,673.8178,Hour,21.0,1401541.024,954.08,69.95,66740.05,0,3,2,0,0,0,0,1,0,0,0,1,0.63,6.512959747958042,7.293017679772782
2749.0,52124.24,Year,21.0,52124.24,18.96,130.9,2482.11,0,3,2,0,1,0,0,0,0,0,0,1,0.76,10.861385378659078,7.919356190660617
802.0,109585.81,Year,25.0,109585.81,136.64,32.08,4383.43,1,4,3,0,0,0,1,0,0,1,0,1,0.62,11.604463174311064,6.688354713946762
79.0,95706.21,Year,41.0,95706.21,1211.47,1.93,2334.3,0,3,3,1,0,0,0,0,0,0,0,1,0.6,11.469038465617894,4.382026634673881
692.0,47954.94,Year,41.0,47954.94,69.3,16.88,1169.63,0,2,3,0,0,1,0,0,0,0,0,1,0.63,10.778017098988293,6.541029999189903
3923.0,75739.52,Year,19.0,75739.52,19.31,206.47,3986.29,1,3,2,1,0,0,0,0,0,1,0,1,0.63,11.235055363965412,8.274866820685254
1276.0,83060.5,Year,30.0,83060.5,65.09,42.53,2768.68,0,2,3,0,0,0,1,0,0,1,0,1,0.62,11.327324536911389,7.152268856032539
518.0,66410.77,Year,13.0,66410.77,128.21,39.85,5108.52,0,2,1,0,0,0,1,0,0,0,0,1,0.63,11.103614521106904,6.251903883165888
1897.0,134735.1,Year,19.0,134735.1,71.03,99.84,7091.32,0,2,2,0,1,0,0,0,0,0,0,1,0.7,11.811065907518216,7.5485559791698735
361.0,68353.9,Year,20.0,68353.9,189.35,18.05,3417.7,1,3,2,0,0,0,1,0,0,1,0,1,0.76,11.132453899778119,5.8916442118257715
1654.0,84864.39,Year,26.0,84864.39,51.31,63.62,3264.02,0,2,3,0,1,0,0,0,0,0,0,1,0.76,11.348809849683155,7.411556287811163
2984.0,38136.75,Year,31.0,38136.75,12.78,96.26,1230.22,1,3,3,0,0,1,0,0,0,1,0,1,0.62,10.548933663148171,8.001355025826703
7227.0,116669.49,Year,32.0,116669.49,16.14,225.84,3645.92,0,1,3,0,1,0,0,0,0,0,0,1,0.76,11.667100344504671,8.885717651712119
2396.0,161624.56,Year,19.0,161624.56,67.46,126.11,8506.56,1,2,2,0,1,0,0,0,0,1,0,0,0.7,11.993031393719331,7.781973234434385
2511.0,65972.06,Year,51.0,65972.06,26.27,49.24,1293.57,1,3,4,0,1,0,0,0,0,1,0,1,0.7,11.096986598044378,7.828834527588089
3053.0,32303.06,Year,92.5,32303.06,10.58,33.01,349.22,1,3,5,0,1,0,0,0,0,1,0,1,0.7,10.382917241565602,8.024207485778577
886.0,4090.92,Year,16.0,4090.92,4.62,55.38,255.68,1,4,2,0,0,1,0,0,0,1,0,1,0.62,8.316525162617197,6.787844982309579
1691.0,18766.68,Year,24.0,18766.68,11.1,70.46,781.94,0,2,3,0,1,0,0,0,0,0,0,1,0.76,9.839838235938993,7.433666540166168
2437.0,109949.91,Year,27.0,109949.91,45.12,90.26,4072.22,0,1,3,0,0,0,1,0,0,0,0,0,0.76,11.607780177428683,7.798933310041217
4325.0,86615.64,Year,92.5,86615.64,20.03,46.76,936.39,0,2,5,0,1,0,0,0,0,0,0,1,0.62,11.36923567870612,8.372398606513004
2929.0,61089.41,Year,18.0,61089.41,20.86,162.72,3393.86,1,3,2,0,1,0,0,0,0,1,0,1,0.76,11.02009380771536,7.982757702011113
2958.0,64913.28,Year,20.0,64913.28,21.94,147.9,3245.66,0,2,2,0,0,0,1,0,0,0,0,1,0.7,11.080807504256002,7.99260665240021
1488.0,11583.34,Year,27.0,11583.34,7.78,55.11,429.01,0,2,3,0,0,1,0,0,0,1,0,1,0.62,9.357323137864231,7.305860032684009
803.0,73661.83,Year,43.0,73661.83,91.73,18.67,1713.07,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.207240033567727,6.6895992691789665
177.0,135662.31,Year,83.0,135662.31,766.45,2.13,1634.49,0,3,5,0,1,0,0,0,0,0,1,1,0.7,11.817924062218875,5.181783550292085
1635.0,43866.54,Year,50.0,43866.54,26.83,32.7,877.33,0,1,4,0,0,1,0,0,0,0,0,1,0.63,10.688907121663082,7.400009517162692
1112.0,13222.12,Week,63.0,687550.24,618.3,17.65,10913.5,1,3,4,0,1,0,0,0,0,1,0,1,0.63,9.489646463635125,7.014814351275545
5395.0,11633.85,Year,26.0,11633.85,2.16,207.5,447.46,1,4,3,0,0,0,1,0,0,1,0,1,0.62,9.361674231143649,8.593413217327646
3833.0,100936.93,Year,32.0,100936.93,26.33,119.78,3154.28,0,3,3,0,1,0,0,0,0,0,0,1,0.63,11.522251145324345,8.251663923605589
3751.0,9971.38,Year,32.0,9971.38,2.66,117.22,311.61,1,3,3,0,0,1,0,0,0,1,0,1,0.63,9.207474268623114,8.230044310126114
504.0,117034.69,Year,92.5,117034.69,232.21,5.45,1265.24,1,2,5,0,0,1,0,0,0,0,0,1,0.7,11.670225665560217,6.22455842927536
2081.0,161375.16,Year,47.0,161375.16,77.55,44.28,3433.51,1,3,4,0,1,0,0,0,0,1,0,1,0.76,11.991487119627925,7.641084249174914
4413.0,7901.53,Year,19.0,7901.53,1.79,232.26,415.87,0,2,2,0,1,0,0,0,0,0,0,1,0.63,8.974811690589403,8.392536586816682
4381.0,75891.48,Year,51.0,75891.48,17.32,85.9,1488.07,1,2,4,0,1,0,0,0,0,1,0,1,0.76,11.237059704118458,8.385260520155413
911.0,175037.36,Year,48.0,175037.36,192.14,18.98,3646.61,1,3,4,0,1,0,0,0,0,1,0,1,0.76,12.072754715835105,6.815639990074331
2745.0,92628.47,Year,15.0,92628.47,33.74,183.0,6175.23,0,2,2,0,1,0,0,0,0,0,0,1,0.62,11.43635182478466,7.917900586327916
645.0,8921.54,Year,36.0,8921.54,13.83,17.92,247.82,0,3,3,0,1,0,0,0,0,0,0,1,0.63,9.096223856412404,6.470799503782602
1995.0,106631.92,Year,13.0,106631.92,53.45,153.46,8202.46,1,3,1,0,0,1,0,0,0,1,0,1,0.63,11.577138183039743,7.59890045687141
4393.0,73835.34,Year,32.0,73835.34,16.81,137.28,2307.35,1,2,3,0,1,0,0,0,0,1,0,1,0.7,11.209592757759465,8.387995252944556
2154.0,85721.94,Year,64.0,85721.94,39.8,33.66,1339.41,0,2,4,0,1,0,0,0,0,0,0,1,0.62,11.358864081155962,7.675546002537848
3459.0,113488.91,Year,28.0,113488.91,32.81,123.54,4053.18,0,2,3,0,1,0,0,0,0,0,1,1,0.7,11.639460401878633,8.14902386805177
3605.0,120965.82,Year,19.0,120965.82,33.56,189.74,6366.62,1,2,2,0,0,1,0,0,0,0,0,1,0.62,11.703263305335232,8.190354403763262
6281.0,2565.02,Year,46.0,2565.02,0.41,136.54,55.76,0,3,4,0,1,0,0,0,0,0,0,1,0.63,7.849721554845426,8.745443680098592
4119.0,71671.94,Year,29.0,71671.94,17.4,142.03,2471.45,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.179854597130062,8.323608442343572
1529.0,121190.07,Year,16.0,121190.07,79.26,95.56,7574.38,1,3,2,0,1,0,0,0,0,1,0,1,0.7,11.705115418567779,7.333023014386481
1874.0,73162.96,Year,57.0,73162.96,39.04,32.88,1283.56,0,3,4,0,1,0,0,0,0,0,0,1,0.63,11.200444560953708,7.536363938404511
1924.0,17240.68,Year,20.0,17240.68,8.96,96.2,862.03,0,1,2,0,1,0,0,0,0,1,0,1,0.7,9.755026986595276,7.562681246721884
111.0,112953.85,Year,92.5,112953.85,1017.6,1.2,1221.12,1,2,5,0,1,0,0,0,0,1,0,1,0.7,11.634734607193947,4.718498871295094
1057.0,61332.58,Year,22.0,61332.58,58.03,48.05,2787.84,1,2,2,0,1,0,0,0,0,1,0,1,0.7,11.024066465238885,6.964135612418245
1965.0,54050.9,Year,11.0,54050.9,27.51,178.64,4913.72,1,1,1,0,0,0,1,0,0,1,0,0,0.76,10.897681474177567,7.583756300707112
2261.0,191992.04,Year,40.0,191992.04,84.91,56.52,4799.8,0,3,3,0,1,0,0,0,0,0,1,1,0.63,12.165209191817166,7.724004656676065
2634.0,60706.99,Year,63.0,60706.99,23.05,41.81,963.6,0,2,4,0,1,0,0,0,0,0,0,1,0.76,11.013814126925002,7.876638460975463
2727.0,106156.37,Year,36.0,106156.37,38.93,75.75,2948.79,0,1,3,0,1,0,0,0,0,0,0,1,0.76,11.57266847475154,7.911324018963353
7227.0,529.3875,Hour,92.5,1101126.0,152.36,78.13,11904.06,0,2,5,0,0,0,1,0,0,1,0,1,0.7,6.271720677878427,8.885717651712119
1016.0,3405.75,Year,21.0,3405.75,3.35,48.38,162.18,0,1,2,0,0,1,0,0,0,1,0,1,0.62,8.13322045864617,6.92461239604856
3850.0,187.42,Hour,48.0,389833.6,101.26,80.21,8121.53,0,1,4,0,0,1,0,0,0,1,0,1,0.62,5.233352087695677,8.25608813381491
1828.0,74734.8,Year,37.0,74734.8,40.88,49.41,2019.86,0,3,3,0,1,0,0,0,0,0,0,0,0.76,11.221701126094036,7.511524648390866
4328.0,23234.02,Year,52.0,23234.02,5.37,83.23,446.81,1,4,4,0,0,1,0,0,0,1,0,1,0.62,10.053372862880487,8.37309184744198
250.0,65863.55,Year,92.5,65863.55,263.45,2.7,712.04,1,3,5,0,0,0,0,0,1,1,0,1,0.63,11.095340456694506,5.5254529391317835
724.0,31736.99,Year,68.0,31736.99,43.84,10.65,466.72,1,2,4,0,0,1,0,0,0,1,0,1,0.62,10.365238156565193,6.586171654854675
2678.0,847.0106,Hour,92.5,1761782.048,657.87,28.95,19046.29,0,2,5,0,1,0,0,0,0,0,0,1,0.62,6.7417132093317145,7.893198869544609
2927.0,181691.66,Year,21.0,181691.66,62.07,139.38,8651.98,1,2,2,0,1,0,0,0,0,1,0,1,0.76,12.11006635349594,7.982074875081202
3214.0,45880.68,Year,92.5,45880.68,14.28,34.75,496.01,1,3,5,0,1,0,0,0,0,1,0,1,0.63,10.73379939240636,8.07558263667172
318.0,77605.78,Year,27.0,77605.78,244.04,11.78,2874.29,0,1,3,1,0,0,0,0,0,1,0,1,0.76,11.259397187933557,5.765191102784844
337.0,145.1134,Hour,92.5,301835.87200000003,895.66,3.64,3263.09,0,1,5,0,0,0,0,0,1,0,0,1,0.7,4.977515505729511,5.823045895483019
147.0,92462.43,Year,18.0,92462.43,629.0,8.17,5136.8,1,3,2,0,0,1,0,0,0,1,0,1,0.76,11.434557678832162,4.997212273764115
1185.0,93221.99,Year,20.0,93221.99,78.67,59.25,4661.1,1,3,2,0,0,0,1,0,0,1,0,0,0.7,11.442738917049235,7.078341579557671
2563.0,86528.21,Year,92.5,86528.21,33.76,27.71,935.44,1,3,5,0,0,0,1,0,0,1,0,1,0.63,11.368225766919695,7.849323818040561
861.0,83531.73,Year,63.0,83531.73,97.02,13.67,1325.9,0,4,4,0,0,0,1,0,0,0,0,1,0.62,11.332981838657233,6.759255270663693
1468.0,12382.96,Year,30.0,12382.96,8.44,48.93,412.77,0,3,3,0,1,0,0,0,0,0,0,1,0.63,9.424076612974881,7.292337176173877
1600.0,414.5323,Hour,57.0,862227.184,538.89,28.07,15126.79,1,3,4,0,0,1,0,0,0,0,0,1,0.76,6.0271508967504355,7.3783837129967145
1533.0,47358.68,Year,12.0,47358.68,30.89,127.75,3946.56,1,1,1,0,0,0,0,0,1,1,0,1,0.7,10.765505397547845,7.335633981927201
169.0,51097.27,Year,28.0,51097.27,302.35,6.04,1824.9,0,1,3,0,1,0,0,0,0,1,0,1,0.7,10.841486350107113,5.135798437050262
1696.0,83286.06,Year,38.0,83286.06,49.11,44.63,2191.74,1,2,3,0,1,0,0,0,0,1,0,1,0.7,11.330036467212096,7.436617265234227
2591.0,15137.56,Year,28.0,15137.56,5.84,92.54,540.63,1,3,3,0,1,0,0,0,0,1,0,1,0.63,9.624934351519883,7.860185057472165
7227.0,59365.2,Year,11.0,59365.2,8.21,657.0,5396.84,1,2,1,0,1,0,0,0,0,1,0,1,0.7,10.991463475082679,8.885717651712119
793.0,48803.47,Year,57.0,48803.47,61.54,13.91,856.2,0,3,4,0,1,0,0,0,0,0,0,1,0.63,10.795556695870664,6.677083461247136
7227.0,99358.66,Year,48.0,99358.66,13.75,150.56,2069.97,1,3,4,0,0,1,0,0,0,0,0,1,0.63,11.506491410763966,8.885717651712119
2374.0,131377.15,Year,15.0,131377.15,55.34,158.27,8758.48,1,4,2,0,0,1,0,0,0,1,0,1,0.63,11.78582747341166,7.772752716468742
2086.0,394.2187,Hour,73.0,819974.8960000001,393.08,28.58,11232.53,0,2,4,0,0,0,1,0,0,0,0,1,0.62,5.976905831442289,7.643482907077201
1684.0,52818.02,Year,92.5,52818.02,31.36,18.21,571.01,0,1,5,0,0,1,0,0,0,1,0,1,0.7,10.87460769934768,7.429520842786462
1983.0,45894.58,Year,16.0,45894.58,23.14,123.94,2868.41,0,2,2,0,1,0,0,0,0,0,0,1,0.62,10.734102306287644,7.592870287844818
60.0,56553.54,Year,92.5,56553.54,942.56,0.65,611.39,0,3,5,0,1,0,0,0,0,0,0,0,0.7,10.942943079054498,4.110873864173311
2739.0,30068.71,Year,24.0,30068.71,10.98,114.12,1252.86,0,2,3,0,0,0,1,0,0,0,1,1,0.62,10.311240375162114,7.9157131993821155
2930.0,10664.9,Year,66.0,10664.9,3.64,44.39,161.59,0,3,4,0,1,0,0,0,0,0,0,1,0.63,9.274713254396419,7.983098940710892
915.0,86226.14,Year,13.0,86226.14,94.24,70.38,6632.78,1,2,1,0,1,0,0,0,0,1,0,1,0.7,11.364728658941186,6.82001636467413
223.0,12080.16,Year,20.0,12080.16,54.17,11.15,604.01,1,2,2,0,0,1,0,0,0,1,1,1,0.62,9.399319716434205,5.4116460518550396
1395.0,287.2183,Hour,48.0,597414.064,428.25,29.06,12446.13,1,2,4,0,1,0,0,0,0,1,0,1,0.7,5.660242553807074,7.241366283322318
1056.0,123908.67,Year,13.0,123908.67,117.34,81.23,9531.44,0,2,1,0,1,0,0,0,0,0,0,0,0.7,11.727300040955967,6.963189985870238
1547.0,452.2859,Hour,27.0,940754.672,608.12,57.3,34842.77,1,2,3,0,1,0,0,0,0,1,0,1,0.63,6.1143145019983205,7.344719054149673
3530.0,73918.6,Year,57.0,73918.6,20.94,61.93,1296.82,1,3,4,0,1,0,0,0,0,1,1,1,0.63,11.210719766742274,8.169336395928386
6790.0,81298.12,Year,27.0,81298.12,11.97,251.48,3011.04,0,1,3,0,1,0,0,0,0,0,0,1,0.76,11.30587817103729,8.823353485113792
2686.0,54309.55,Year,40.0,54309.55,20.22,67.15,1357.74,0,3,3,0,1,0,0,0,0,0,0,0,0.7,10.90245536522767,7.8961806086154915
57.0,596.2339,Hour,32.0,1240166.5119999999,21757.31,1.78,38755.2,0,1,3,0,1,0,0,0,0,1,0,1,0.63,6.390633039741552,4.060443010546419
713.0,157933.61,Year,92.5,157933.61,221.51,7.71,1707.39,1,2,5,0,1,0,0,0,0,1,0,1,0.62,11.969930033831185,6.570882962339584
2602.0,93477.81,Year,20.0,93477.81,35.93,130.1,4673.89,0,2,2,0,1,0,0,0,0,0,0,1,0.62,11.44547936090725,7.864419904994565
7227.0,218315.56125000003,Year,38.0,218315.56125000003,30.21,190.18,5745.15,0,4,3,0,1,0,0,0,0,0,1,1,0.76,12.293696823781252,8.885717651712119
1305.0,203915.7,Year,31.0,203915.7,156.26,42.1,6577.93,1,2,3,0,0,0,1,0,0,1,0,1,0.62,12.225461952127002,7.174724309836376
4639.0,6656.45,Year,92.5,6656.45,1.43,50.15,71.96,1,3,5,0,0,1,0,0,0,1,0,1,0.62,8.803341588388792,8.442469645220301
2641.0,35670.63,Year,18.0,35670.63,13.51,146.72,1981.7,1,2,2,0,1,0,0,0,0,1,0,1,0.7,10.482082940097724,7.879291485082271
2631.0,71558.84,Year,39.0,71558.84,27.2,67.46,1834.84,1,3,3,0,1,0,0,0,0,1,0,1,0.76,11.178275327317987,7.875499292445208
3158.0,69251.26,Year,35.0,69251.26,21.93,90.23,1978.61,1,3,3,0,1,0,0,0,0,1,0,0,0.63,11.145496618829908,8.058010800802085
2496.0,189.0437,Hour,90.0,393210.896,157.54,27.73,4369.01,0,3,5,0,1,0,0,0,0,0,0,1,0.7,5.241978205264345,7.822845290279774
2582.0,97048.91,Year,24.0,97048.91,37.59,107.58,4043.7,1,3,3,0,1,0,0,0,0,1,0,1,0.76,11.482970357210025,7.8567067930958405
3441.0,79646.42,Year,25.0,79646.42,23.15,137.64,3185.86,1,3,3,0,1,0,0,0,0,1,0,1,0.76,11.285352367686507,8.143807976771484
1220.0,114875.2,Year,92.5,114875.2,94.16,13.19,1241.89,1,3,5,0,0,0,1,0,0,1,0,1,0.7,11.651601600679324,7.107425474110705
614.0,118790.95,Year,17.0,118790.95,193.47,36.12,6987.7,0,2,2,0,0,0,0,0,1,0,1,1,0.7,11.685120504557778,6.421622267806518
434.0,29396.31,Year,19.0,29396.31,67.73,22.84,1547.17,1,2,2,0,0,1,0,0,0,1,0,1,0.63,10.288624435245627,6.075346031088684
1270.0,92623.62,Year,27.0,92623.62,72.93,47.04,3430.5,0,2,3,0,1,0,0,0,0,0,0,1,0.76,11.436299463701975,7.147559271189454
2405.0,147314.23,Year,15.0,147314.23,61.25,160.33,9820.95,1,3,2,0,0,0,1,0,0,1,0,1,0.76,11.900323203351574,7.785720896534624
595.0,70460.1,Year,44.0,70460.1,118.42,13.52,1601.37,1,2,4,0,1,0,0,0,0,1,0,1,0.7,11.162801871139184,6.39024066706535
3912.0,43942.95,Year,34.0,43942.95,11.23,115.06,1292.44,1,4,3,0,0,1,0,0,0,1,0,1,0.62,10.69064748069002,8.272059622210412
1652.0,77184.46,Year,12.0,77184.46,46.72,137.67,6432.04,1,2,1,0,1,0,0,0,0,1,0,1,0.7,11.253953420413454,7.410347097821024
1336.0,143145.26,Year,57.0,143145.26,107.14,23.44,2511.32,0,3,4,0,1,0,0,0,0,0,0,1,0.76,11.871615197857889,7.198183577101943
4576.0,119540.57,Year,92.5,119540.57,26.12,49.47,1292.33,0,2,5,0,1,0,0,0,0,0,0,1,0.62,11.691411090645278,8.428799040653642
1898.0,24254.96,Year,15.0,24254.96,12.78,126.53,1617.0,1,4,2,1,0,0,0,0,0,1,0,1,0.63,10.09637641153345,7.549082710812286
970.0,127885.35,Year,18.0,127885.35,131.84,53.89,7104.74,0,3,2,0,1,0,0,0,0,0,0,1,0.63,11.758889438395013,6.878326468291325
175.0,95244.98,Year,92.5,95244.98,544.26,1.89,1029.68,1,3,5,0,1,0,0,0,0,1,0,1,0.63,11.464207588188,5.170483995038151
604.0,118769.38,Year,15.0,118769.38,196.64,40.27,7917.96,0,2,2,0,1,0,0,0,0,0,0,1,0.76,11.684938908581216,6.405228458030842
3014.0,86898.39,Year,46.0,86898.39,28.83,65.52,1889.1,0,2,4,0,1,0,0,0,0,0,0,1,0.62,11.372494784039278,8.011355109161286
4134.0,20050.08,Year,12.0,20050.08,4.85,344.5,1670.84,0,4,1,0,1,0,0,0,0,0,0,1,0.7,9.905988422751692,8.327242607457793
2353.0,179791.79,Year,76.0,179791.79,76.41,30.96,2365.68,1,3,5,0,0,1,0,0,0,0,0,0,0.62,12.099554738130626,7.763871287820222
4704.0,19351.87,Year,13.0,19351.87,4.11,361.85,1488.61,1,4,1,0,0,1,0,0,0,0,0,1,0.63,9.870544334615378,8.45638105201948
5025.0,141649.16,Year,25.0,141649.16,28.19,201.0,5665.97,1,2,3,0,1,0,0,0,0,1,0,1,0.62,11.861108575131654,8.522379718103538
6908.0,34056.76,Year,26.0,34056.76,4.93,265.69,1309.88,1,4,3,0,1,0,0,0,0,1,0,1,0.7,10.435783823444092,8.840580188488795
2905.0,817.9455,Hour,30.0,1701326.6400000001,585.65,96.83,56710.89,0,3,3,0,1,0,0,0,0,0,0,1,0.62,6.706795708466272,7.974532844130228
7227.0,85810.99,Year,40.0,85810.99,11.87,180.68,2145.27,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.3599023658515,8.885717651712119
2351.0,150434.63,Year,30.0,150434.63,63.99,78.37,5014.49,1,3,3,0,1,0,0,0,0,1,0,1,0.7,11.921283916653376,7.763021309018518
2603.0,79826.52,Year,25.0,79826.52,30.67,104.12,3193.06,1,2,3,0,0,1,0,0,0,1,0,1,0.62,11.28761105905531,7.86480400332846
4396.0,58880.18,Year,39.0,58880.18,13.39,112.72,1509.75,0,2,3,0,1,0,0,0,0,0,0,1,0.76,10.983259810463302,8.388677769180811
2002.0,138665.31,Year,92.5,138665.31,69.26,21.64,1499.08,0,3,5,0,1,0,0,0,0,0,0,0,0.7,11.839818466873584,7.602401335665818
802.0,112499.63,Year,25.0,112499.63,140.27,32.08,4499.99,0,2,3,0,1,0,0,0,0,0,0,1,0.76,11.630705211732314,6.688354713946762
963.0,63988.64,Year,16.0,63988.64,66.45,60.19,3999.29,1,1,2,0,0,0,0,1,0,1,0,1,0.62,11.06646084658682,6.871091294610546
657.0,149.4644,Hour,31.0,310885.95200000005,473.19,21.19,10028.58,1,3,3,0,1,0,0,0,0,1,0,1,0.62,5.007058237383683,6.489204931325317
2382.0,22056.23,Year,92.5,22056.23,9.26,25.75,238.45,0,2,5,0,1,0,0,0,0,0,0,1,0.62,10.001350380650713,7.776115477098742
